trial,benchmark_id,benchmark_manifest_sha256,matrix_benchmark_count,matrix_config_count,matrix_trial_count,matrix_expected_row_count,matrix_benchmark_set_sha256,matrix_contract_sha256,benchmark_hash_status,benchmark_content_sha256,benchmark_expected_sha256,circuit,config,candidate_capture,capture_manifest_sha256,capture_integrity_sha256,capture_created_at,verdict,proof_time_sec,certificate_time_sec,model_checker_time_sec,candidate_generation_sec,candidate_processing_sec,llm_generation_sec,llm_provider,llm_model,llm_total_tokens,llm_call_count,capture_meta_schema,offline_time_sec,end_to_end_sec,exit,engine,tier,candidate_count,pool_candidate_count,working_candidate_count,selected_candidate_count,affine_selected_candidate_count,quadratic_tested_count,quadratic_timeout_count,quadratic_winner_index,unsupported_candidate_count,candidate_errors,closure_candidate_count,linear_candidate_count,quadratic_candidate_count,candidate_sha256,certificate_status,error,fast_results
0,2024/btor2/2024/hku/arithmetic_circuits/fib_30/fib_30.btor2,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,fib_30.btor2,llm-houdini-cert,phase1_2_nonlinear_capture_01,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,d13ab75edb5083e3489e09f3208946ef35d0bef6ad3461af85e59bc5953bf2a9,2026-07-11T10:44:37.976058+00:00,unsat,0.072604,0.072604,0.000000,104.273008,0.007898,104.273008,openrouter,deepseek/deepseek-v4-flash,13177,5,pono-llm-candidate-meta-v2,0.080502,104.353510,0,llm-houdini-certificate,,9,12,,9,,,,,0,[],,6,,671be9343b98cd43713f84675e387cc7de57c9faa7a048cb11c876e897366d6b,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""unsat""}]",,{}
0,2024/btor2/2024/hku/arithmetic_circuits/fib_30/fib_30.btor2,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,fib_30.btor2,llm-two-tier,phase1_2_nonlinear_capture_01,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,d13ab75edb5083e3489e09f3208946ef35d0bef6ad3461af85e59bc5953bf2a9,2026-07-11T10:44:37.976058+00:00,timeout,70.146510,0.000000,70.146510,104.273008,0.006584,104.273008,openrouter,deepseek/deepseek-v4-flash,13177,5,pono-llm-candidate-meta-v2,70.153094,174.426102,,,2,12,12,,,,,,,0,[],,8,,94fbc2b12f122309dd72e0e6ca646376f3df6b32a32f4ac78c078dae4718d338,,,{}
0,2025/wordlevel/bv/2024/hkust/arithmetic_circuits/fib_23/fib_23.btor2,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,fib_23.btor2,llm-houdini-cert,phase1_2_nonlinear_capture_01,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,d13ab75edb5083e3489e09f3208946ef35d0bef6ad3461af85e59bc5953bf2a9,2026-07-11T10:44:37.976058+00:00,unsat,0.203810,0.203810,0.000000,43.331819,0.083915,43.331819,openrouter,deepseek/deepseek-v4-flash,13592,5,pono-llm-candidate-meta-v2,0.287725,43.619544,0,llm-houdini-certificate,,11,11,,11,,,,,0,[],,5,,06637f44e8e9698dbcf4aac01b5e1b00a645e37a0340b98c070d394f5bcdffd0,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""unsat""}]",,{}
0,2025/wordlevel/bv/2024/hkust/arithmetic_circuits/fib_23/fib_23.btor2,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,fib_23.btor2,llm-two-tier,phase1_2_nonlinear_capture_01,626531a593483b4d62a1ec38c7e6bf96a1046b6246f6cfe0ec45c63a3640c795,d13ab75edb5083e3489e09f3208946ef35d0bef6ad3461af85e59bc5953bf2a9,2026-07-11T10:44:37.976058+00:00,timeout,70.164353,0.000000,70.164353,43.331819,0.002282,43.331819,openrouter,deepseek/deepseek-v4-flash,13592,5,pono-llm-candidate-meta-v2,70.166635,113.498454,,,2,11,11,,,,,,,0,[],,5,,06637f44e8e9698dbcf4aac01b5e1b00a645e37a0340b98c070d394f5bcdffd0,,,{}
