trial,benchmark_id,benchmark_manifest_sha256,matrix_benchmark_count,matrix_config_count,matrix_trial_count,matrix_expected_row_count,matrix_benchmark_set_sha256,matrix_contract_sha256,benchmark_hash_status,benchmark_content_sha256,benchmark_expected_sha256,circuit,config,candidate_capture,capture_manifest_sha256,capture_integrity_sha256,capture_created_at,verdict,proof_time_sec,certificate_time_sec,model_checker_time_sec,candidate_generation_sec,candidate_processing_sec,llm_generation_sec,llm_provider,llm_model,llm_total_tokens,llm_call_count,capture_meta_schema,offline_time_sec,end_to_end_sec,exit,engine,tier,candidate_count,pool_candidate_count,working_candidate_count,selected_candidate_count,affine_selected_candidate_count,quadratic_tested_count,quadratic_timeout_count,quadratic_winner_index,unsupported_candidate_count,candidate_errors,closure_candidate_count,linear_candidate_count,quadratic_candidate_count,candidate_sha256,certificate_status,error,fast_results
0,2024/btor2/2024/hku/arithmetic_circuits/fib_30/fib_30.btor2,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,fib_30.btor2,llm-houdini-cert,phase1_2_nonlinear_capture_02,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,960d8a8d026e45ebc0a184a0ce8502654eb3d192eb8ca2b41404e9f5ad1d0b54,2026-07-11T10:51:15.469500+00:00,unsat,0.064872,0.064872,0.000000,212.120012,0.009361,212.120012,openrouter,deepseek/deepseek-v4-flash,13794,5,pono-llm-candidate-meta-v2,0.074233,212.194246,0,llm-houdini-certificate,,6,13,,6,,,,,3,"[{""error"": ""unsupported predicate_ast form: div"", ""index"": 4}, {""error"": ""unsupported predicate_ast form: div"", ""index"": 5}, {""error"": ""unsupported predicate_ast form: div"", ""index"": 6}]",,5,,a1927b2a585efbe561fa84f9f4538c49412a35c7a61dd3a711edba3f5e83295a,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""unsat""}]",,{}
0,2024/btor2/2024/hku/arithmetic_circuits/fib_30/fib_30.btor2,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,1bb400e569c8c3147d38245dd81458261c4cc0aac565286e731dabf78fdf31d0,fib_30.btor2,llm-two-tier,phase1_2_nonlinear_capture_02,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,960d8a8d026e45ebc0a184a0ce8502654eb3d192eb8ca2b41404e9f5ad1d0b54,2026-07-11T10:51:15.469500+00:00,timeout,70.130388,0.000000,70.130388,212.120012,0.002132,212.120012,openrouter,deepseek/deepseek-v4-flash,13794,5,pono-llm-candidate-meta-v2,70.132520,282.252532,,,2,10,13,,,,,,,3,"[{""error"": ""predicate_ast.args[1] uses unsupported form div"", ""index"": 4}, {""error"": ""predicate_ast.args[1] uses unsupported form div"", ""index"": 5}, {""error"": ""predicate_ast.args[1].args[1] uses unsupported form div"", ""index"": 6}]",,9,,8a10de6150bb9642641c174b261b46014d14519206670c34a24e78a09b78da9a,,,{}
0,2025/wordlevel/bv/2024/hkust/arithmetic_circuits/fib_23/fib_23.btor2,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,fib_23.btor2,llm-houdini-cert,phase1_2_nonlinear_capture_02,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,960d8a8d026e45ebc0a184a0ce8502654eb3d192eb8ca2b41404e9f5ad1d0b54,2026-07-11T10:51:15.469500+00:00,unsat,0.041737,0.041737,0.000000,52.283249,0.005498,52.283249,openrouter,deepseek/deepseek-v4-flash,14671,5,pono-llm-candidate-meta-v2,0.047236,52.330484,0,llm-houdini-certificate,,14,17,,14,,,,,1,"[{""error"": ""unsupported predicate_ast form: div"", ""index"": 14}]",,8,,4c6973ce4124b0732d75857da5df433043990f8ecf161ece37f9262cc4ec8d74,"[{""name"": ""C1 Init=>H"", ""result"": ""unsat""}, {""name"": ""C2 inductive"", ""result"": ""unsat""}, {""name"": ""C3 H=>notBAD"", ""result"": ""unsat""}]",,{}
0,2025/wordlevel/bv/2024/hkust/arithmetic_circuits/fib_23/fib_23.btor2,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,2,2,1,4,f2dc4960c33b25bfc7e67d9837495707ee9f89732b0ead9c0cd95649a46d91ed,7cfaffc2994cadca4a8a0595f0031ea74ef18a074e98f2fd79ee5b398df59977,posthoc-verified-2026-07-12,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,a078bbffe6dc000ce0a24a4d11c45efade0c613ca55ca40db83dbb7b013338d6,fib_23.btor2,llm-two-tier,phase1_2_nonlinear_capture_02,fba3319bd86908fe6956cf2e2fd7df1c0adb68c1c2849a1ba359862ac09ba676,960d8a8d026e45ebc0a184a0ce8502654eb3d192eb8ca2b41404e9f5ad1d0b54,2026-07-11T10:51:15.469500+00:00,unsat,4.961322,0.000000,4.961322,52.283249,0.002470,52.283249,openrouter,deepseek/deepseek-v4-flash,14671,5,pono-llm-candidate-meta-v2,4.963792,57.247041,1,,2,16,17,,,,,,,1,"[{""error"": ""predicate_ast.args[1] uses unsupported form div"", ""index"": 14}]",,10,,aa56bfc92e5c90682cc285511b32e9dfecf8be91a8b102b3bb309310d5ee2dfa,,,{}
