schema,population_sha256,benchmark_id,btor2_sha256,source_family_id,category,expected_verdict,baseline_verdict,expected_match,engine,proof_time_sec,error,fast_results_json
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/egcd3-ll.btor2,ab95af590341bbc5985f8b139fac708e4abf9e4330e4027156b9d4e44d6675a4,a40529a439578e1198455e5c5437d504f7a9abab2945aad1927cb716cf1970b6,nla-digbench,safe,timeout,false,ic3ia,20.208149,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.009246461093426, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.009246461093426, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/fermat1-ll.btor2,15154655f489e367f7ffc595c32b56c63d719457bda2b29f9268545af14d176e,7a2692f558d03a19135a2d81b3d70db40899b7269c4f4c8e9fa70a4de86a2198,nla-digbench,safe,timeout,false,ic3ia,20.145735,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.001544669270515, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.001544669270515, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/fermat2-ll.btor2,ed9e072357c9ef8409f8c63dcfe512c738da0a3ca2bcb8ec05a6d975034dc4f4,bdbce2535dd3bf7d1255c23550f5e58532647d3f54bf20cbf22226491982f27c,nla-digbench,safe,timeout,false,ic3ia,20.087938,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00684429705143, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00684429705143, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/geo1-ll.btor2,241a77b62d846abad32f05d17581998b11df9e70b7054c77496592d8d4821d73,9f5cb8997b6608e49e707b61d83ae2efbe88fede3175b11643f98da895c49d1c,nla-digbench,safe,timeout,false,ic3ia,20.092115,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00034099444747, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00034099444747, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/geo1-u.btor2,594d9ca174c6be710b8921a3876d6b3d0e9d875b59a846e9654d80ea01890fbb,9f5cb8997b6608e49e707b61d83ae2efbe88fede3175b11643f98da895c49d1c,nla-digbench,unsafe,sat,true,interp,0.142831,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 0.14283078536391258, ""verdict"": ""cancelled""}, ""interp"": {""error"": """", ""exit"": 0, ""time"": 0.14279716089367867, ""verdict"": ""sat""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/geo2-ll.btor2,32a57919d22893adb0a23ecd1c396c9747969f44e686efefb2d2b8f731141ee5,dcb54d54aa626a4bfa0396dccefa32cabf579e75eb5b8bde47f3e9c9a6969fa3,nla-digbench,safe,timeout,false,ic3ia,20.087929,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.007841620594263, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.007841620594263, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/geo3-ll.btor2,9ceaff7a2122633e45b1b0edbb727800c49c3d614c7b9cc757ad4bc6b0597d7f,4f2f8f061380ae5af9f6a17bf668a3a41e2e6ba42bf051f96c1c71e2a730beae,nla-digbench,safe,timeout,false,ic3ia,20.084483,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.009275030344725, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.009275030344725, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/hard-ll.btor2,ce68a19ed522cb366cb8317d1f71f6d31cb9f0c809357bcbd9650ff362644ac6,a79709a53e661175f600fc12857a9689a1f25e3124d4f002bb5e2b4ade30652d,nla-digbench,safe,timeout,false,ic3ia,20.071823,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.001856245100498, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.001856245100498, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/hard-u.btor2,ae54ca2324073d35358680f2bd058a7c5a8c9279e4bc18ac21977067a35f7095,a79709a53e661175f600fc12857a9689a1f25e3124d4f002bb5e2b4ade30652d,nla-digbench,unsafe,timeout,false,ic3ia,20.154453,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00432663783431, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00432663783431, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/hard2.btor2,0e05bb874f94ee2418c89205b9a0f3f86d4805390e011319a1cf2d811c8552d0,b056e6ac64c312469f133491b8dc77cc554dfc6badd72956fa9b20609bc87a51,nla-digbench,safe,timeout,false,ic3ia,20.142870,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.007068302482367, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.007068302482367, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/lcm1.btor2,f59cd136f79b2fb265b67ac41b051735d482287aa8f64897882bdd53ea2df858,a91cd634f82cc3bfddf1ece0a58077b404c96d9a678b4910352c63f589f3675b,nla-digbench,safe,timeout,false,ic3ia,20.085743,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.008937429636717, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.008937429636717, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/lcm2.btor2,4bf9644885b5e35428fb3efd2c19b633eb4b5abec23870d2dbcac8a9bf3f2b98,8b469afbb9a6d60e6c90afa9ca75576a82ca17202f432864a2d3f40a4c191e9f,nla-digbench,safe,timeout,false,ic3ia,20.084452,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.008249018341303, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.008249018341303, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/mannadiv.btor2,a81abdcd8ecef1671c1bcef5c51bb790ddcd0c59017e7ee2f06a9f584d0e204d,029f8ac610994a319f41b249e414d895cc8d58569d2a4cfc9f92dad5c676e25d,nla-digbench,safe,timeout,false,ic3ia,20.105220,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.009357646107674, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.009357646107674, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/prod4br-ll.btor2,3f9d7559631e8acab2b4896fac54042b09b0e24bd16a0edb3a75361d760758d1,6886ef8dbc1ba9ecb83ee6c5bc99176efafb14d60ad84ffe925397151f1c07b9,nla-digbench,safe,timeout,false,ic3ia,20.102207,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.004482548683882, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.004482548683882, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/prodbin-ll.btor2,a43b307f5b773dcc37f8ae72685b9dc81f7616a372eaad9fa71308c981efc3af,401965c81b3e689463783e5858225ed1877c96aa1f561b430f8c1de9a0ca1470,nla-digbench,safe,timeout,false,ic3ia,20.160906,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00799234956503, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00799234956503, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/ps2-ll.btor2,470d193e506b2a7b50497f3859759f9274c224d4ddc2474b6998dd664694b137,a970beb62d82705978be18d95abba80f258c5e28e0e36b3668a50b12e76e09be,nla-digbench,safe,timeout,false,ic3ia,20.076499,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.000662311911583, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.000662311911583, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/ps3-ll.btor2,1415c14ae59777272a168c65446a6d382420ce3fa18f202cf4f71574f16a3981,fdd106e2722f3e5a0bbea1df8f49f9140ffa119b9a3b33c47f3421d1408b7b51,nla-digbench,safe,timeout,false,ic3ia,20.078813,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00872242078185, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.00872242078185, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/ps4-ll.btor2,2ca98111f69f0e9ed5ad9a8c1a6993f2c7ab7a8621306ee4bf06708856724310,36d261dda91c7ba1bc7964b0b47f8867ea6b43f50ef857ca8ac3a7701cb3e311,nla-digbench,safe,timeout,false,ic3ia,20.076852,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.0022645406425, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.0022645406425, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/ps5-ll.btor2,7274372223e247b7d1d37c064f3370ed0c1e1cf265d198edfdc3064f7d109bdb,477fcf41c7b14c966bee9b8ee3f7adc99c684816c1c299275620c5dd286a087f,nla-digbench,safe,timeout,false,ic3ia,20.087130,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.007435739040375, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.007435739040375, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/ps6-ll.btor2,2089ea6887d199092fb41d6a8b8eabf857c5b8d76624f597bebf35441f111f53,7b7a1ca059fe049378195ec3e21f41fc66b61b15b060a988ebf2f158e10acdef,nla-digbench,safe,timeout,false,ic3ia,20.118412,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.003364905714989, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.003364905714989, ""verdict"": ""timeout""}}"
pono-llm-paired-baseline-screen-v1,6d1c0ac18a2f6f3db650ed80ec2ec5265fd81928c6dbed2a1deb88b4940ed9fc,nla-digbench/sqrt1-ll.btor2,33610121e68210dab3292be93b6aa0346395badf03516cb2db938f810d7fa04c,b5c712f1e6b8c39f0a7eff5d0af7a340c220051f310c97b03f2fd5a5cce8f98f,nla-digbench,safe,timeout,false,ic3ia,20.079635,,"{""ind"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.004456885159016, ""verdict"": ""timeout""}, ""interp"": {""error"": """", ""exit"": -15, ""partial_verdict"": """", ""time"": 10.004456885159016, ""verdict"": ""timeout""}}"
